Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:26 EDT
"Nutrient data for: 45000048, Wolf (Wlf), WOLF BRAND HOMESTYLE CHILI WITH BEANS, CASE, 12 COUNT ? 15 OZ, UNPREPARED, GTIN: 50014900442032"
Nutrient,Unit,"1 Cup (244g) = 244.0g",1Value per 100 g,
Proximates
"Energy",kcal,329,135
"Protein",g,17.01,6.97
"Total lipid (fat)",g,17.01,6.97
"Carbohydrate, by difference",g,27.01,11.07
"Fiber, total dietary",g,8.1,3.3
"Sugars, total",g,3.00,1.23
Minerals
"Calcium, Ca",mg,81,33
"Iron, Fe",mg,3.61,1.48
"Potassium, K",mg,671,275
"Sodium, Na",mg,881,361
Vitamins
"Vitamin C, total ascorbic acid",mg,3.7,1.5
"Vitamin A, IU",IU,1249,512
Lipids
"Fatty acids, total saturated",g,7.000,2.869
"Fatty acids, total trans",g,1.000,0.410
"Cholesterol",mg,34,14
Amino Acids
Other
Ingredients
"Meat Ingredients (Beef and Pork), Diced Tomatoes (Tomatoes, Tomato Juice, Calcium Chloride, Citric Acid), Prepared Pinto Beans, Beef Broth, Green Bell Pepper, Tomato Puree (Water, Tomato Paste), Onions, contains less than 2% of: Modified Corn Starch, Corn Starch, Chili Pepper, Water, Salt, Sugar, Spices, Garlic Powder, Caramel Color, Soy Lecithin, Rolled Oats, Textured Soy Flour, Sodium Phosphate." Date available: 05/25/2010 Date last updated by company: 12/31/2014
