Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45000071, Slim Jim (Sj), SLIM JIM GIANT MILD SMOKED MEAT SNACK STICK, CASE, 6 PACKS, UNPREPARED, GTIN: 50026200117503"
Nutrient,Unit,"1 pkg = 28.0g",1Value per 100 g,
Proximates
"Energy",kcal,150,536
"Protein",g,6.00,21.43
"Total lipid (fat)",g,13.00,46.43
"Carbohydrate, by difference",g,2.00,7.14
"Fiber, total dietary",g,1.0,3.6
"Sugars, total",g,0.00,0.00
Minerals
"Calcium, Ca",mg,20,71
"Iron, Fe",mg,0.72,2.57
"Potassium, K",mg,130,464
"Sodium, Na",mg,430,1536
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,5.000,17.857
"Fatty acids, total monounsaturated",g,4.500,16.071
"Fatty acids, total polyunsaturated",g,1.500,5.357
"Fatty acids, total trans",g,0.500,1.786
"Cholesterol",mg,15,54
Amino Acids
Other
Ingredients
"Beef, Mechanically Separated Chicken, Water, Corn Syrup, Soy Protein Concentrate, Less Than 2% Of: Salt, Flavoring, Dextrose, Paprika And Paprika Extractives, Hydrolyzed Soy, Corn, And Wheat Proteins, Lactic Acid Starter Culture, Sodium Nitrite." Date available: 03/13/2009 Date last updated by company: 12/22/2014
