Source: USDA Branded Food Products Database Release May 2016 Software v.2.6.1
Report Run at: September 02, 2016 06:27 EDT
"Nutrient data for: 45001484, AMY'S, PIZZA, CHEESE & PESTO, UPC: 042272001903"
Nutrient,Unit,"1 serving = 132.0g",1Value per 100 g,
Proximates
"Energy",kcal,360,273
"Protein",g,13.00,9.85
"Total lipid (fat)",g,18.00,13.64
"Carbohydrate, by difference",g,37.00,28.03
"Fiber, total dietary",g,4.0,3.0
"Sugars, total",g,4.00,3.03
Minerals
"Calcium, Ca",mg,201,152
"Iron, Fe",mg,2.71,2.05
"Sodium, Na",mg,680,515
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,2.7
"Vitamin A, IU",IU,500,379
Lipids
"Fatty acids, total saturated",g,4.000,3.030
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,15,11
Amino Acids
Other
Ingredients
"ORGANIC WHOLE WHEAT FLOUR AND ORGANIC UNBLEACHED WHEAT FLOUR, FILTERED WATER, PART-SKIM MOZZARELLA AND PARMESAN CHEESES (PASTEURIZED PART-SKIM MILK, CULTURE, SALT, ENZYMES [WITHOUT ANIMAL ENZYMES OR RENNET]), ORGANIC TOMATO PUREE, ORGANIC EXTRA VIRGIN OLIVE OIL, EXPELLER PRESSED HIGH OLEIC SAFFLOWER AND/OR SUNFLOWER OIL, ORGANIC BASIL, ORGANIC HONEY, SEA SALT, ORGANIC RED ONIONS, YEAST, ORGANIC GARLIC, SPICES*, BLACK PEPPER." Date last updated by company: 07/17/2015
